transaction_id,timestamp,minute_offset,payment_method,bank,region,merchant_id,amount,success,failure_reason
TXN0002237,2026-08-30 06:19:41+00:00,52,NETBANKING,AXIS,South,M005,1520.06,1,NONE
TXN0004527,2026-08-30 06:19:41+00:00,52,CARD,HDFC,South,M003,5259.01,1,NONE
TXN0006462,2026-08-30 06:19:42+00:00,52,UPI,AXIS,North,M003,1665.58,1,NONE
TXN0005905,2026-08-30 06:19:44+00:00,52,UPI,ICICI,Central,M001,512.08,1,NONE
TXN0003161,2026-08-30 06:19:45+00:00,52,UPI,HDFC,West,M005,1183.89,1,NONE
TXN0003286,2026-08-30 06:19:46+00:00,52,CARD,HDFC,West,M002,1691.71,1,NONE
TXN0004172,2026-08-30 06:19:47+00:00,52,UPI,HDFC,South,M004,621.65,1,NONE
TXN0001710,2026-08-30 06:19:49+00:00,52,NETBANKING,ICICI,South,M005,2534.25,1,NONE
TXN0003377,2026-08-30 06:19:50+00:00,52,UPI,SBI,West,M005,3223.4,1,NONE
TXN0005473,2026-08-30 06:19:51+00:00,52,WALLET,SBI,Central,M001,716.97,1,NONE
TXN0005502,2026-08-30 06:19:52+00:00,52,CARD,HDFC,East,M003,1976.38,1,NONE
TXN0003354,2026-08-30 06:19:53+00:00,52,CARD,HDFC,North,M006,2208.9,1,NONE
TXN0001743,2026-08-30 06:19:54+00:00,52,CARD,SBI,South,M005,1172.42,1,NONE
TXN0002184,2026-08-30 06:19:54+00:00,52,NETBANKING,AXIS,Central,M005,2138.4,1,NONE
TXN0006930,2026-08-30 06:19:54+00:00,52,CARD,SBI,South,M005,331.64,1,NONE
TXN0001699,2026-08-30 06:19:55+00:00,52,UPI,HDFC,West,M006,1863.54,1,NONE
TXN0006658,2026-08-30 06:19:55+00:00,52,UPI,HDFC,South,M003,2504.18,1,NONE
TXN0006552,2026-08-30 06:19:56+00:00,52,CARD,ICICI,South,M002,2915.86,0,CUSTOMER_CANCELLED
TXN0002191,2026-08-30 06:19:56+00:00,52,WALLET,SBI,South,M005,541.11,1,NONE
TXN0003557,2026-08-30 06:19:56+00:00,52,UPI,HDFC,Central,M002,3359.23,0,CUSTOMER_CANCELLED
TXN0001384,2026-08-30 06:20:02+00:00,53,UPI,SBI,South,M004,3070.82,1,NONE
TXN0004427,2026-08-30 06:20:03+00:00,53,UPI,SBI,West,M002,291.13,1,NONE
TXN0006650,2026-08-30 06:20:03+00:00,53,CARD,AXIS,East,M005,865.17,1,NONE
TXN0001677,2026-08-30 06:20:04+00:00,53,UPI,AXIS,South,M006,1894.81,1,NONE
TXN0005660,2026-08-30 06:20:05+00:00,53,WALLET,KOTAK,Central,M002,1178.93,1,NONE
TXN0000483,2026-08-30 06:20:07+00:00,53,UPI,SBI,South,M003,1040.41,1,NONE
TXN0006336,2026-08-30 06:20:11+00:00,53,UPI,ICICI,East,M001,2639.97,1,NONE
TXN0006802,2026-08-30 06:20:14+00:00,53,NETBANKING,SBI,West,M005,591.71,1,NONE
TXN0006524,2026-08-30 06:20:20+00:00,53,UPI,SBI,West,M001,390.71,1,NONE
TXN0000557,2026-08-30 06:20:22+00:00,53,CARD,AXIS,East,M005,3166.17,1,NONE
TXN0001798,2026-08-30 06:20:24+00:00,53,UPI,SBI,South,M003,7797.65,1,NONE
TXN0001105,2026-08-30 06:20:24+00:00,53,UPI,HDFC,South,M002,1771.4,1,NONE
TXN0002995,2026-08-30 06:20:25+00:00,53,UPI,SBI,North,M003,1951.93,1,NONE
TXN0002441,2026-08-30 06:20:25+00:00,53,UPI,HDFC,South,M006,1519.02,1,NONE
TXN0001089,2026-08-30 06:20:26+00:00,53,UPI,SBI,East,M006,1389.97,1,NONE
TXN0006883,2026-08-30 06:20:27+00:00,53,UPI,AXIS,North,M002,2363.3,1,NONE
TXN0006835,2026-08-30 06:20:27+00:00,53,CARD,HDFC,Central,M001,403.79,1,NONE
TXN0001927,2026-08-30 06:20:30+00:00,53,NETBANKING,HDFC,East,M003,1636.46,1,NONE
TXN0000579,2026-08-30 06:20:30+00:00,53,NETBANKING,ICICI,South,M005,1213.73,1,NONE
TXN0002340,2026-08-30 06:20:30+00:00,53,CARD,SBI,West,M003,1430.8,1,NONE
TXN0002543,2026-08-30 06:20:31+00:00,53,UPI,AXIS,North,M001,1630.27,1,NONE
TXN0001583,2026-08-30 06:20:31+00:00,53,CARD,HDFC,North,M005,2657.7,1,NONE
TXN0004420,2026-08-30 06:20:32+00:00,53,UPI,AXIS,North,M006,11473.99,1,NONE
TXN0001558,2026-08-30 06:20:35+00:00,53,CARD,SBI,North,M001,564.81,1,NONE
TXN0005466,2026-08-30 06:20:39+00:00,53,UPI,HDFC,East,M002,1248.61,1,NONE
TXN0004446,2026-08-30 06:20:47+00:00,53,NETBANKING,ICICI,North,M002,957.02,1,NONE
TXN0004590,2026-08-30 06:20:48+00:00,53,CARD,SBI,North,M004,983.64,0,BANK_DECLINED
TXN0006079,2026-08-30 06:20:50+00:00,53,UPI,ICICI,North,M006,5277.47,1,NONE
TXN0002290,2026-08-30 06:20:50+00:00,53,UPI,HDFC,North,M004,464.67,1,NONE
TXN0006646,2026-08-30 06:20:50+00:00,53,UPI,ICICI,West,M005,2082.31,1,NONE
TXN0005356,2026-08-30 06:20:52+00:00,53,UPI,KOTAK,North,M003,1375.03,1,NONE
TXN0001347,2026-08-30 06:20:54+00:00,53,UPI,AXIS,West,M001,1569.71,1,NONE
TXN0002451,2026-08-30 06:20:55+00:00,53,UPI,HDFC,Central,M004,1215.52,0,TIMEOUT
TXN0002488,2026-08-30 06:20:57+00:00,53,CARD,KOTAK,West,M001,4282.58,1,NONE
TXN0002016,2026-08-30 06:20:58+00:00,53,UPI,HDFC,South,M003,1273.48,1,NONE
TXN0000239,2026-08-30 06:20:58+00:00,53,UPI,ICICI,North,M006,616.11,1,NONE
TXN0002367,2026-08-30 06:20:58+00:00,53,UPI,HDFC,South,M002,4004.46,1,NONE
TXN0004973,2026-08-30 06:20:58+00:00,53,UPI,HDFC,South,M004,1403.66,1,NONE
TXN0003645,2026-08-30 06:20:59+00:00,53,CARD,HDFC,South,M003,723.22,1,NONE
TXN0002026,2026-08-30 06:20:59+00:00,53,UPI,AXIS,North,M006,11140.03,1,NONE
TXN0003712,2026-08-30 06:21:01+00:00,54,CARD,HDFC,West,M005,633.61,1,NONE
TXN0006059,2026-08-30 06:21:02+00:00,54,UPI,KOTAK,North,M005,1047.79,1,NONE
TXN0003215,2026-08-30 06:21:02+00:00,54,UPI,AXIS,West,M004,3938.09,1,NONE
TXN0001196,2026-08-30 06:21:04+00:00,54,UPI,SBI,North,M001,985.79,1,NONE
TXN0001849,2026-08-30 06:21:06+00:00,54,NETBANKING,SBI,West,M005,1645.51,1,NONE
TXN0003389,2026-08-30 06:21:10+00:00,54,NETBANKING,AXIS,Central,M002,1676.83,1,NONE
TXN0007194,2026-08-30 06:21:11+00:00,54,CARD,SBI,North,M004,790.57,1,NONE
TXN0002529,2026-08-30 06:21:13+00:00,54,UPI,HDFC,South,M006,3386.97,1,NONE
TXN0007117,2026-08-30 06:21:17+00:00,54,UPI,SBI,West,M006,1052.26,1,NONE
TXN0000271,2026-08-30 06:21:19+00:00,54,UPI,KOTAK,West,M002,1263.01,1,NONE
TXN0005320,2026-08-30 06:21:19+00:00,54,UPI,HDFC,North,M003,1157.6,1,NONE
TXN0004925,2026-08-30 06:21:20+00:00,54,UPI,ICICI,South,M006,1861.42,1,NONE
TXN0004326,2026-08-30 06:21:20+00:00,54,NETBANKING,ICICI,Central,M001,209.62,1,NONE
TXN0004573,2026-08-30 06:21:20+00:00,54,UPI,SBI,East,M001,1639.94,1,NONE
TXN0005272,2026-08-30 06:21:22+00:00,54,CARD,SBI,East,M001,1503.01,1,NONE
TXN0003228,2026-08-30 06:21:23+00:00,54,UPI,SBI,West,M004,678.66,1,NONE
TXN0000542,2026-08-30 06:21:25+00:00,54,UPI,AXIS,West,M003,5394.49,1,NONE
TXN0006401,2026-08-30 06:21:25+00:00,54,UPI,SBI,North,M006,12814.86,1,NONE
TXN0002273,2026-08-30 06:21:26+00:00,54,UPI,SBI,North,M006,812.51,1,NONE
TXN0004673,2026-08-30 06:21:28+00:00,54,UPI,HDFC,Central,M002,569.59,1,NONE
TXN0001296,2026-08-30 06:21:30+00:00,54,WALLET,SBI,West,M006,1509.53,1,NONE
TXN0004706,2026-08-30 06:21:30+00:00,54,UPI,ICICI,South,M003,178.67,1,NONE
TXN0002395,2026-08-30 06:21:33+00:00,54,UPI,HDFC,North,M002,3125.45,1,NONE
TXN0001359,2026-08-30 06:21:36+00:00,54,UPI,KOTAK,West,M002,423.63,1,NONE
TXN0001210,2026-08-30 06:21:36+00:00,54,UPI,ICICI,North,M001,1047.01,1,NONE
TXN0003917,2026-08-30 06:21:38+00:00,54,WALLET,HDFC,South,M001,224.99,1,NONE
TXN0001955,2026-08-30 06:21:41+00:00,54,UPI,SBI,South,M005,1876.59,1,NONE
TXN0006328,2026-08-30 06:21:41+00:00,54,CARD,AXIS,North,M002,2080.29,1,NONE
TXN0003577,2026-08-30 06:21:42+00:00,54,UPI,HDFC,South,M006,2260.47,1,NONE
TXN0001975,2026-08-30 06:21:45+00:00,54,CARD,ICICI,West,M004,3198.48,1,NONE
TXN0001091,2026-08-30 06:21:46+00:00,54,UPI,SBI,East,M004,1705.07,1,NONE
TXN0006295,2026-08-30 06:21:49+00:00,54,NETBANKING,HDFC,South,M001,2468.48,1,NONE
TXN0000210,2026-08-30 06:21:52+00:00,54,UPI,HDFC,South,M005,2786.2,1,NONE
TXN0006913,2026-08-30 06:21:52+00:00,54,NETBANKING,HDFC,North,M004,4145.66,1,NONE
TXN0002792,2026-08-30 06:21:52+00:00,54,UPI,SBI,Central,M005,1176.64,1,NONE
TXN0004107,2026-08-30 06:21:54+00:00,54,NETBANKING,HDFC,South,M006,382.16,1,NONE
TXN0006064,2026-08-30 06:21:54+00:00,54,UPI,ICICI,South,M001,1431.73,1,NONE
TXN0004380,2026-08-30 06:21:57+00:00,54,CARD,ICICI,East,M003,2649.15,1,NONE
TXN0001948,2026-08-30 06:21:57+00:00,54,UPI,AXIS,South,M002,2298.53,1,NONE
TXN0003314,2026-08-30 06:21:58+00:00,54,WALLET,ICICI,West,M006,538.81,1,NONE
TXN0006667,2026-08-30 06:22:00+00:00,55,CARD,SBI,North,M006,770.86,1,NONE
TXN0003470,2026-08-30 06:22:00+00:00,55,UPI,HDFC,Central,M001,1046.29,1,NONE
TXN0001916,2026-08-30 06:22:03+00:00,55,UPI,SBI,East,M004,565.48,1,NONE
TXN0002291,2026-08-30 06:22:04+00:00,55,UPI,AXIS,North,M001,587.48,1,NONE
TXN0004075,2026-08-30 06:22:05+00:00,55,UPI,HDFC,East,M005,2122.96,1,NONE
TXN0001372,2026-08-30 06:22:06+00:00,55,UPI,AXIS,South,M006,3395.74,1,NONE
TXN0003339,2026-08-30 06:22:07+00:00,55,UPI,AXIS,South,M003,192.62,1,NONE
TXN0001685,2026-08-30 06:22:08+00:00,55,UPI,ICICI,Central,M001,1477.87,1,NONE
TXN0000708,2026-08-30 06:22:10+00:00,55,UPI,KOTAK,West,M005,836.84,1,NONE
TXN0003526,2026-08-30 06:22:10+00:00,55,UPI,KOTAK,West,M006,1894.01,1,NONE
TXN0002700,2026-08-30 06:22:10+00:00,55,UPI,SBI,South,M005,1301.34,1,NONE
TXN0006917,2026-08-30 06:22:10+00:00,55,CARD,SBI,South,M005,767.41,1,NONE
TXN0001437,2026-08-30 06:22:12+00:00,55,CARD,AXIS,South,M004,526.06,1,NONE
TXN0002582,2026-08-30 06:22:16+00:00,55,UPI,SBI,West,M001,11083.11,1,NONE
TXN0004467,2026-08-30 06:22:27+00:00,55,UPI,ICICI,South,M003,1969.65,1,NONE
TXN0007115,2026-08-30 06:22:27+00:00,55,CARD,SBI,East,M004,1105.61,1,NONE
TXN0006597,2026-08-30 06:22:28+00:00,55,NETBANKING,AXIS,North,M006,2296.8,1,NONE
TXN0001621,2026-08-30 06:22:28+00:00,55,CARD,HDFC,East,M003,1348.57,1,NONE
TXN0004549,2026-08-30 06:22:28+00:00,55,UPI,SBI,West,M001,5327.05,1,NONE
TXN0004789,2026-08-30 06:22:32+00:00,55,UPI,HDFC,West,M002,737.04,1,NONE
TXN0006468,2026-08-30 06:22:32+00:00,55,NETBANKING,AXIS,South,M006,3407.42,1,NONE
TXN0006908,2026-08-30 06:22:34+00:00,55,UPI,SBI,North,M006,789.75,1,NONE
TXN0007065,2026-08-30 06:22:34+00:00,55,CARD,SBI,South,M004,1351.94,1,NONE
TXN0005412,2026-08-30 06:22:35+00:00,55,UPI,SBI,West,M005,1226.68,1,NONE
TXN0005187,2026-08-30 06:22:35+00:00,55,NETBANKING,SBI,South,M004,3954.01,1,NONE
TXN0001269,2026-08-30 06:22:36+00:00,55,CARD,AXIS,South,M002,310.85,1,NONE
TXN0006868,2026-08-30 06:22:39+00:00,55,CARD,AXIS,West,M004,876.06,1,NONE
TXN0000262,2026-08-30 06:22:40+00:00,55,CARD,ICICI,South,M006,2443.91,1,NONE
TXN0006456,2026-08-30 06:22:40+00:00,55,UPI,HDFC,South,M001,4670.69,0,INSUFFICIENT_FUNDS
TXN0004521,2026-08-30 06:22:41+00:00,55,WALLET,AXIS,South,M001,757.3,1,NONE
TXN0000151,2026-08-30 06:22:42+00:00,55,UPI,HDFC,West,M005,424.18,1,NONE
TXN0000320,2026-08-30 06:22:51+00:00,55,UPI,SBI,South,M004,663.36,1,NONE
TXN0003506,2026-08-30 06:22:53+00:00,55,UPI,ICICI,South,M006,1740.68,1,NONE
TXN0006026,2026-08-30 06:22:53+00:00,55,CARD,HDFC,East,M005,1109.06,1,NONE
TXN0004999,2026-08-30 06:22:54+00:00,55,UPI,SBI,Central,M001,3191.7,1,NONE
TXN0003548,2026-08-30 06:22:54+00:00,55,UPI,ICICI,West,M004,543.71,1,NONE
TXN0006769,2026-08-30 06:22:54+00:00,55,UPI,HDFC,West,M001,1410.18,1,NONE
TXN0004244,2026-08-30 06:22:55+00:00,55,UPI,SBI,North,M003,1400.4,1,NONE
TXN0000454,2026-08-30 06:22:55+00:00,55,WALLET,SBI,West,M006,1362.74,1,NONE
TXN0006702,2026-08-30 06:22:57+00:00,55,UPI,KOTAK,West,M002,793.82,0,BANK_DECLINED
TXN0000420,2026-08-30 06:23:01+00:00,56,WALLET,HDFC,South,M001,924.09,1,NONE
TXN0007145,2026-08-30 06:23:04+00:00,56,UPI,HDFC,North,M006,1244.12,1,NONE
TXN0000133,2026-08-30 06:23:05+00:00,56,UPI,ICICI,South,M002,1480.07,1,NONE
TXN0006440,2026-08-30 06:23:06+00:00,56,CARD,SBI,East,M003,2360.39,1,NONE
TXN0000482,2026-08-30 06:23:08+00:00,56,CARD,SBI,South,M002,493.92,1,NONE
TXN0002129,2026-08-30 06:23:09+00:00,56,NETBANKING,ICICI,South,M001,901.06,1,NONE
TXN0000449,2026-08-30 06:23:11+00:00,56,UPI,SBI,Central,M005,1747.93,1,NONE
TXN0005836,2026-08-30 06:23:12+00:00,56,CARD,ICICI,West,M001,167.79,1,NONE
TXN0005970,2026-08-30 06:23:12+00:00,56,CARD,ICICI,West,M004,256.39,1,NONE
TXN0000783,2026-08-30 06:23:13+00:00,56,CARD,HDFC,North,M006,1272.69,0,BANK_DECLINED
TXN0001538,2026-08-30 06:23:14+00:00,56,CARD,KOTAK,South,M001,2709.7,1,NONE
TXN0001382,2026-08-30 06:23:15+00:00,56,WALLET,ICICI,West,M002,4506.76,1,NONE
TXN0000364,2026-08-30 06:23:17+00:00,56,CARD,SBI,South,M003,1013.16,1,NONE
TXN0000640,2026-08-30 06:23:21+00:00,56,UPI,HDFC,East,M006,2339.23,1,NONE
TXN0005464,2026-08-30 06:23:23+00:00,56,UPI,AXIS,Central,M001,1630.95,1,NONE
TXN0001908,2026-08-30 06:23:23+00:00,56,CARD,KOTAK,South,M005,239.37,1,NONE
TXN0006981,2026-08-30 06:23:24+00:00,56,UPI,SBI,West,M004,230.3,0,INSUFFICIENT_FUNDS
TXN0002159,2026-08-30 06:23:25+00:00,56,CARD,SBI,West,M004,869.73,1,NONE
TXN0004233,2026-08-30 06:23:28+00:00,56,NETBANKING,ICICI,West,M006,1231.95,1,NONE
TXN0003233,2026-08-30 06:23:30+00:00,56,UPI,HDFC,West,M006,2282.1,1,NONE
TXN0000586,2026-08-30 06:23:31+00:00,56,UPI,SBI,West,M006,5592.46,1,NONE
TXN0002982,2026-08-30 06:23:31+00:00,56,NETBANKING,AXIS,South,M005,4339.52,1,NONE
TXN0004698,2026-08-30 06:23:32+00:00,56,UPI,ICICI,South,M005,1371.01,1,NONE
TXN0003648,2026-08-30 06:23:35+00:00,56,CARD,AXIS,East,M004,2445.99,1,NONE
TXN0004359,2026-08-30 06:23:37+00:00,56,UPI,AXIS,North,M005,3520.8,1,NONE
TXN0006225,2026-08-30 06:23:39+00:00,56,UPI,HDFC,East,M006,1825.95,1,NONE
TXN0006812,2026-08-30 06:23:41+00:00,56,UPI,ICICI,North,M002,1949.55,1,NONE
TXN0002193,2026-08-30 06:23:42+00:00,56,WALLET,AXIS,South,M006,2566.7,1,NONE
TXN0005567,2026-08-30 06:23:44+00:00,56,UPI,KOTAK,North,M004,6707.22,1,NONE
TXN0002840,2026-08-30 06:23:44+00:00,56,WALLET,ICICI,West,M003,1527.18,1,NONE
TXN0006744,2026-08-30 06:23:44+00:00,56,CARD,ICICI,South,M002,1269.05,1,NONE
TXN0004398,2026-08-30 06:23:46+00:00,56,UPI,ICICI,South,M001,898.81,1,NONE
TXN0005303,2026-08-30 06:23:48+00:00,56,WALLET,AXIS,South,M002,2087.87,1,NONE
TXN0006728,2026-08-30 06:23:49+00:00,56,UPI,SBI,Central,M006,514.31,1,NONE
TXN0001386,2026-08-30 06:23:49+00:00,56,CARD,HDFC,Central,M003,529.36,1,NONE
TXN0003666,2026-08-30 06:23:50+00:00,56,UPI,AXIS,West,M001,99.42,1,NONE
TXN0003437,2026-08-30 06:23:52+00:00,56,NETBANKING,SBI,East,M004,2784.34,1,NONE
TXN0006361,2026-08-30 06:23:55+00:00,56,UPI,SBI,East,M006,311.42,1,NONE
TXN0003571,2026-08-30 06:23:58+00:00,56,UPI,KOTAK,West,M006,3806.17,1,NONE
TXN0005834,2026-08-30 06:23:59+00:00,56,UPI,AXIS,West,M004,2067.82,1,NONE
TXN0001700,2026-08-30 06:24:00+00:00,57,CARD,AXIS,West,M005,2276.68,1,NONE
TXN0005664,2026-08-30 06:24:03+00:00,57,UPI,AXIS,Central,M006,2675.39,1,NONE
TXN0002902,2026-08-30 06:24:06+00:00,57,CARD,HDFC,North,M005,1063.56,1,NONE
TXN0006786,2026-08-30 06:24:08+00:00,57,CARD,HDFC,Central,M005,1087.4,1,NONE
TXN0004240,2026-08-30 06:24:09+00:00,57,UPI,AXIS,West,M005,1522.2,1,NONE
TXN0003796,2026-08-30 06:24:10+00:00,57,UPI,SBI,West,M004,1213.24,1,NONE
TXN0001533,2026-08-30 06:24:14+00:00,57,CARD,KOTAK,Central,M005,2754.37,1,NONE
TXN0004903,2026-08-30 06:24:16+00:00,57,CARD,HDFC,South,M005,1681.72,1,NONE
TXN0003512,2026-08-30 06:24:16+00:00,57,UPI,AXIS,South,M005,1707.64,1,NONE
TXN0001338,2026-08-30 06:24:17+00:00,57,CARD,ICICI,East,M005,7451.99,0,BANK_DECLINED
TXN0006084,2026-08-30 06:24:18+00:00,57,UPI,ICICI,South,M001,1431.22,1,NONE
TXN0001523,2026-08-30 06:24:18+00:00,57,NETBANKING,SBI,West,M004,1550.54,1,NONE
TXN0002659,2026-08-30 06:24:19+00:00,57,CARD,HDFC,East,M002,263.24,1,NONE
TXN0005613,2026-08-30 06:24:23+00:00,57,UPI,SBI,South,M005,1122.64,1,NONE
TXN0006972,2026-08-30 06:24:27+00:00,57,CARD,ICICI,South,M001,1381.76,1,NONE
TXN0005015,2026-08-30 06:24:31+00:00,57,UPI,SBI,North,M001,791.79,1,NONE
TXN0006856,2026-08-30 06:24:31+00:00,57,UPI,SBI,East,M002,2428.61,1,NONE
TXN0004395,2026-08-30 06:24:34+00:00,57,NETBANKING,ICICI,West,M001,5383.18,1,NONE
TXN0003055,2026-08-30 06:24:35+00:00,57,UPI,HDFC,Central,M003,8385.37,1,NONE
TXN0003264,2026-08-30 06:24:37+00:00,57,UPI,ICICI,South,M002,2193.32,1,NONE
TXN0001938,2026-08-30 06:24:38+00:00,57,UPI,SBI,South,M005,920.17,1,NONE
TXN0001688,2026-08-30 06:24:39+00:00,57,NETBANKING,AXIS,South,M001,2996.96,0,CUSTOMER_CANCELLED
TXN0005884,2026-08-30 06:24:41+00:00,57,NETBANKING,HDFC,West,M003,1901.87,1,NONE
TXN0006768,2026-08-30 06:24:44+00:00,57,WALLET,AXIS,North,M006,1119.28,1,NONE
TXN0004489,2026-08-30 06:24:44+00:00,57,UPI,HDFC,West,M004,1525.33,1,NONE
TXN0000184,2026-08-30 06:24:45+00:00,57,CARD,HDFC,Central,M006,1419.19,1,NONE
TXN0003295,2026-08-30 06:24:45+00:00,57,UPI,KOTAK,South,M005,1399.62,1,NONE
TXN0007055,2026-08-30 06:24:47+00:00,57,UPI,SBI,North,M001,2584.82,1,NONE
TXN0002952,2026-08-30 06:24:47+00:00,57,NETBANKING,HDFC,South,M003,4811.17,1,NONE
TXN0005520,2026-08-30 06:24:48+00:00,57,CARD,ICICI,North,M001,698.8,0,BANK_DECLINED
TXN0005070,2026-08-30 06:24:49+00:00,57,NETBANKING,AXIS,West,M003,1308.79,0,TIMEOUT
TXN0000191,2026-08-30 06:24:49+00:00,57,UPI,SBI,West,M003,6340.82,1,NONE
TXN0002766,2026-08-30 06:24:50+00:00,57,CARD,SBI,West,M006,429.64,1,NONE
TXN0002059,2026-08-30 06:24:52+00:00,57,UPI,HDFC,South,M004,1593.83,1,NONE
TXN0005241,2026-08-30 06:24:54+00:00,57,UPI,KOTAK,West,M005,4287.25,1,NONE
TXN0006062,2026-08-30 06:24:55+00:00,57,CARD,HDFC,Central,M003,4069.12,1,NONE
TXN0004414,2026-08-30 06:24:55+00:00,57,UPI,AXIS,South,M004,1551.14,1,NONE
TXN0002834,2026-08-30 06:24:57+00:00,57,UPI,ICICI,North,M006,1102.18,1,NONE
TXN0000033,2026-08-30 06:24:58+00:00,57,UPI,KOTAK,South,M001,812.42,1,NONE
TXN0006958,2026-08-30 06:24:59+00:00,57,UPI,HDFC,Central,M004,2586.14,1,NONE
TXN0001992,2026-08-30 06:25:00+00:00,58,UPI,HDFC,North,M002,830.59,1,NONE
TXN0002734,2026-08-30 06:25:05+00:00,58,WALLET,SBI,Central,M002,1297.73,1,NONE
TXN0001844,2026-08-30 06:25:05+00:00,58,WALLET,AXIS,West,M006,1249.66,1,NONE
TXN0002665,2026-08-30 06:25:05+00:00,58,UPI,HDFC,Central,M004,790.33,1,NONE
TXN0003466,2026-08-30 06:25:07+00:00,58,CARD,KOTAK,Central,M002,481.91,1,NONE
TXN0005076,2026-08-30 06:25:09+00:00,58,UPI,ICICI,East,M002,3722.84,1,NONE
TXN0004530,2026-08-30 06:25:09+00:00,58,UPI,KOTAK,Central,M004,1123.64,1,NONE
TXN0005756,2026-08-30 06:25:10+00:00,58,CARD,SBI,East,M005,3636.61,1,NONE
TXN0001175,2026-08-30 06:25:13+00:00,58,CARD,SBI,West,M005,4322.74,1,NONE
TXN0000656,2026-08-30 06:25:18+00:00,58,WALLET,AXIS,West,M003,1641.61,1,NONE
TXN0000392,2026-08-30 06:25:21+00:00,58,NETBANKING,ICICI,Central,M002,616.12,1,NONE
TXN0001231,2026-08-30 06:25:21+00:00,58,UPI,HDFC,South,M003,3125.07,1,NONE
TXN0007037,2026-08-30 06:25:22+00:00,58,CARD,KOTAK,West,M005,1007.28,1,NONE
TXN0006402,2026-08-30 06:25:22+00:00,58,UPI,ICICI,Central,M004,691.65,1,NONE
TXN0004569,2026-08-30 06:25:22+00:00,58,UPI,ICICI,South,M006,1094.06,1,NONE
TXN0006048,2026-08-30 06:25:22+00:00,58,UPI,SBI,West,M002,2835.9,1,NONE
TXN0004758,2026-08-30 06:25:23+00:00,58,NETBANKING,SBI,West,M006,1214.65,0,TIMEOUT
TXN0003812,2026-08-30 06:25:25+00:00,58,UPI,HDFC,West,M001,965.52,1,NONE
TXN0001738,2026-08-30 06:25:27+00:00,58,UPI,KOTAK,North,M006,2300.39,1,NONE
TXN0005826,2026-08-30 06:25:29+00:00,58,UPI,KOTAK,West,M005,507.38,1,NONE
TXN0000547,2026-08-30 06:25:30+00:00,58,UPI,ICICI,West,M005,977.46,1,NONE
TXN0004571,2026-08-30 06:25:35+00:00,58,UPI,SBI,Central,M005,4549.85,1,NONE
TXN0000866,2026-08-30 06:25:38+00:00,58,CARD,SBI,South,M004,1923.42,1,NONE
TXN0004498,2026-08-30 06:25:44+00:00,58,UPI,SBI,South,M004,1456.51,1,NONE
TXN0002865,2026-08-30 06:25:46+00:00,58,UPI,SBI,South,M001,1213.17,1,NONE
TXN0001945,2026-08-30 06:25:50+00:00,58,CARD,AXIS,South,M003,777.93,1,NONE
TXN0002776,2026-08-30 06:25:51+00:00,58,NETBANKING,HDFC,South,M006,1784.77,1,NONE
TXN0002259,2026-08-30 06:25:51+00:00,58,WALLET,HDFC,East,M001,3412.66,1,NONE
TXN0001039,2026-08-30 06:25:51+00:00,58,CARD,HDFC,South,M003,547.87,1,NONE
TXN0006927,2026-08-30 06:25:51+00:00,58,UPI,SBI,East,M001,9044.08,1,NONE
TXN0000880,2026-08-30 06:25:53+00:00,58,UPI,SBI,North,M001,4135.81,1,NONE
TXN0005401,2026-08-30 06:25:53+00:00,58,UPI,SBI,South,M001,311.26,1,NONE
TXN0004004,2026-08-30 06:25:55+00:00,58,UPI,HDFC,West,M003,4094.52,1,NONE
TXN0005125,2026-08-30 06:25:57+00:00,58,CARD,KOTAK,East,M002,2114.02,1,NONE
TXN0007133,2026-08-30 06:25:57+00:00,58,UPI,AXIS,East,M002,4178.42,1,NONE
TXN0004321,2026-08-30 06:25:58+00:00,58,UPI,SBI,South,M005,1002.69,1,NONE
TXN0005770,2026-08-30 06:25:58+00:00,58,UPI,HDFC,East,M006,260.39,1,NONE
TXN0003435,2026-08-30 06:25:58+00:00,58,CARD,AXIS,Central,M003,1068.1,1,NONE
TXN0001744,2026-08-30 06:25:59+00:00,58,UPI,HDFC,East,M003,196.87,1,NONE
TXN0005036,2026-08-30 06:25:59+00:00,58,CARD,ICICI,East,M003,6018.49,1,NONE
TXN0006991,2026-08-30 06:26:02+00:00,59,UPI,SBI,North,M003,455.65,0,CUSTOMER_CANCELLED
TXN0001853,2026-08-30 06:26:02+00:00,59,UPI,SBI,West,M001,925.36,1,NONE
TXN0006945,2026-08-30 06:26:04+00:00,59,UPI,ICICI,West,M005,4908.76,1,NONE
TXN0007101,2026-08-30 06:26:05+00:00,59,CARD,HDFC,East,M002,2016.03,1,NONE
TXN0001265,2026-08-30 06:26:06+00:00,59,NETBANKING,KOTAK,Central,M004,1459.34,1,NONE
TXN0004126,2026-08-30 06:26:06+00:00,59,UPI,ICICI,North,M001,584.23,1,NONE
TXN0007132,2026-08-30 06:26:07+00:00,59,NETBANKING,AXIS,North,M003,923.45,1,NONE
TXN0002795,2026-08-30 06:26:07+00:00,59,CARD,ICICI,North,M003,1003.08,1,NONE
TXN0001424,2026-08-30 06:26:09+00:00,59,UPI,SBI,North,M003,3496.78,1,NONE
TXN0001040,2026-08-30 06:26:10+00:00,59,CARD,KOTAK,North,M001,2118.32,1,NONE
TXN0004655,2026-08-30 06:26:11+00:00,59,UPI,KOTAK,South,M002,402.04,1,NONE
